"id","name_zh","name_en","election_type","person_id","matched","year","cacode","constituency_id","age","political_affiliation","camp","candidate_number","occupation","nominated_at","nominate_status","votes","vote_percentage","is_won"
5066,"麥梓健","","ordinary",2691,,2019,"R22",,,"公民黨","民主",,"社區主任","2019-10-08","nominated",0,0,false
5067,"陳壇丹","","ordinary",2811,,2019,"R22",,,"民建聯","建制",,"註冊教師、社區主任","2019-10-09","nominated",0,0,false
5068,"雷啟榮","","ordinary",2692,,2019,"R23",,,"公民黨","民主",," ","2019-10-08","nominated",0,0,false
5069,"周曉嵐","","ordinary",2693,,2019,"R24",,,"民主黨、民主動力","民主",,"社區主任","2019-10-04","nominated",0,0,false
5070,"何偉樂","","ordinary",1956,,2019,"R24",,,"自由黨","其他",," ","2019-10-08","nominated",0,0,false
5071,"俞卓君","","ordinary",2694,,2019,"R25",,," ","建制",," ","2019-10-08","nominated",0,0,false
5072,"陳珮明","","ordinary",2695,,2019,"R25",,,"公民黨","民主",,"議員助理","2019-10-08","nominated",0,0,false
5073,"葉榮","","ordinary",1929,,2019,"R26",,,"工黨","民主",,"區議員","2019-10-08","nominated",0,0,false
5074,"龔美姿","","ordinary",2812,,2019,"R26",,,"民建聯","建制",,"財富策劃師","2019-10-09","nominated",0,0,false
5075,"陳天俊","","ordinary",2696,,2019,"R27",,," ","民主",,"講師","2019-10-04","nominated",0,0,false
5076,"吳啟泰","","ordinary",2813,,2019,"R27",,,"民建聯","建制",,"青年創業家","2019-10-09","nominated",0,0,false
5077,"李啟雄","","ordinary",2697,,2019,"R28",,," ","建制",,"校長","2019-10-04","nominated",0,0,false
5078,"李子榮","","ordinary",644,,2019,"R28",,," ","建制",,"中學教師","2019-10-05","nominated",0,0,false
5079,"麥潤培","","ordinary",1444,,2019,"R30",,,"獨立民主派","民主",,"區議員、註冊社工","2019-10-04","nominated",0,0,false
5080,"曾素麗","","ordinary",1773,,2019,"R31",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
5081,"冼卓嵐","","ordinary",1889,,2019,"R33",,,"民主黨、民主動力","民主",,"社區發展主任","2019-10-04","nominated",0,0,false
5082,"李世榮","","ordinary",1795,,2019,"R33",,,"民建聯、新界社團聯會","建制",,"區議員","2019-10-09","nominated",0,0,false
5083,"方浩良","","ordinary",2698,,2019,"R34",,,"香港工會聯合會","建制",,"社區工作者","2019-10-04","nominated",0,0,false
5084,"鄭則文","","ordinary",621,,2019,"R34",,,"民主黨","民主",,"沙田區議員","2019-10-04","nominated",0,0,false
5085,"容溟舟","","ordinary",707,,2019,"R35",,,"公民黨","民主",,"區議員","2019-10-08","nominated",0,0,false
5086,"朱煥釗","","ordinary",2814,,2019,"R35",,,"民建聯","建制",,"全職社區主任","2019-10-09","nominated",0,0,false
5087,"招文亮","","ordinary",1551,,2019,"R36",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
5088,"勞越洲","","ordinary",2097,,2019,"R37",,,"民主動力、沙田社區關注社","民主",,"社區主任","2019-10-04","nominated",0,0,false
5089,"姚嘉俊","","ordinary",118,,2019,"R37",,,"公民力量、新民黨","建制",,"區議員","2019-10-09","nominated",0,0,false
5090,"劉青","","ordinary",2699,,2019,"R38",,,"民主黨","民主",," ","2019-10-04","nominated",0,0,false
5091,"林港坤","","ordinary",2815,,2019,"R38",,,"民建聯","建制",,"社區主任、博士","2019-10-09","nominated",0,0,false
5092,"陸梓峂","","ordinary",2700,,2019,"R39",,,"公民黨","民主",," ","2019-10-08","nominated",0,0,false
5093,"黃冰芬","","ordinary",1648,,2019,"R39",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
5094,"蔡振超","","ordinary",2046,,2019,"R40",,," ","其他",,"多媒體製作公司創辦人","2019-10-09","nominated",0,0,false
5095,"王虎生","","ordinary",2100,,2019,"R40",,,"民主建港協進聯盟","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5096,"陳敏娟","","ordinary",991,,2019,"R41",,,"公民力量、新民黨","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5097,"李偉樂","","ordinary",2701,,2019,"S01",,,"香港工會聯合會","建制",,"社區幹事","2019-10-04","nominated",0,0,false
5098,"梁志成","","ordinary",651,,2019,"S01",,,"街坊工友服務處","民主",,"列車車長","2019-10-09","nominated",0,0,false
5099,"駱小鸞","","ordinary",2702,,2019,"S02",,," ","建制",," ","2019-10-04","nominated",0,0,false
5100,"吳劍昇","","ordinary",656,,2019,"S02",,,"民主黨","民主",,"區議員","2019-10-08","nominated",0,0,false
5101,"伍志華","","ordinary",2703,,2019,"S03",,,"民建聯","建制",,"社區主任","2019-10-04","nominated",0,0,false
5102,"周偉雄","","ordinary",155,,2019,"S03",,,"民主動力","民主",,"區議員","2019-10-09","nominated",0,0,false
5103,"陳安妮","","ordinary",2704,,2019,"S04",,,"香港工會聯合會","建制",,"社區幹事","2019-10-04","nominated",0,0,false
5104,"許祺祥","","ordinary",359,,2019,"S04",,,"民主黨","民主",,"區議員、營業經理","2019-10-05","nominated",0,0,false
5105,"黃思鴻","","ordinary",2705,,2019,"S05",,,"香港工會聯合會","建制",,"社區幹事","2019-10-04","nominated",0,0,false
5106,"黃炳權","","ordinary",623,,2019,"S05",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
5107,"李宏峯","","ordinary",2102,,2019,"S06",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
5108,"黃潤達","","ordinary",409,,2019,"S06",,,"民主動力","民主",,"區議員","2019-10-08","nominated",0,0,false
5109,"梁崗銘","","ordinary",1932,,2019,"S07",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
5110,"梁錦威","","ordinary",1579,,2019,"S07",,,"民主動力","民主",,"區議員","2019-10-08","nominated",0,0,false
5111,"李世隆","","ordinary",1555,,2019,"S08",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5112,"郭芙蓉","","ordinary",1934,,2019,"S09",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5113,"何卓威","","ordinary",2706,,2019,"S09",,," ","其他",," ","2019-10-08","nominated",0,0,false
5114,"郭玲麗","","ordinary",2707,,2019,"S10",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
5115,"劉貴梅","","ordinary",2708,,2019,"S10",,,"民主黨","民主",," ","2019-10-05","nominated",0,0,false
5116,"梁永權","","ordinary",625,,2019,"S11",,,"民主黨","民主",," ","2019-10-09","nominated",0,0,false
5117,"袁潤洪","","ordinary",2709,,2019,"S12",,,"民主建港協進聯盟","建制",," ","2019-10-04","nominated",0,0,false
5118,"林紹輝","","ordinary",200,,2019,"S12",,,"民主黨","民主",,"區議員","2019-10-05","nominated",0,0,false
5119,"梁國華","","ordinary",1247,,2019,"S13",,,"民主黨","民主",,"社區總幹事","2019-10-09","nominated",0,0,false
5120,"林映惠","","ordinary",2710,,2019,"S14",,,"民建聯","建制",,"助理統籌主任","2019-10-04","nominated",0,0,false
5121,"鄧麗玲","","ordinary",2711,,2019,"S15",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
5122,"唐皓文","","ordinary",2712,,2019,"S15",,,"民主黨","民主",,"社區主任","2019-10-08","nominated",0,0,false
5123,"黃耀聰","","ordinary",460,,2019,"S16",,,"經民聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5124,"譚荏之","","ordinary",2713,,2019,"S16",,," ","其他",," ","2019-10-08","nominated",0,0,false
5125,"單仲偕","","ordinary",29,,2019,"S16",,,"民主黨","民主",," ","2019-10-08","nominated",0,0,false
5126,"戴沛珊","","ordinary",1775,,2019,"S16",,," ","其他",," ","2019-10-09","nominated",0,0,false
5127,"朱麗玲","","ordinary",1581,,2019,"S17",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5128,"張鈞翹","","ordinary",2714,,2019,"S17",,,"公民黨、民主動力","民主",,"地區發展主任","2019-10-08","nominated",0,0,false
5129,"鮑銘康","","ordinary",2103,,2019,"S18",,,"民建聯","建制",,"民選區議員","2019-10-04","nominated",0,0,false
5130,"蔡雅文","","ordinary",2816,,2019,"S18",,," ","民主",,"社區主任","2019-10-09","nominated",0,0,false
5131,"王天仁","","ordinary",2817,,2019,"S19",,," ","民主",,"藝術教育","2019-10-09","nominated",0,0,false
5132,"劉美璐","","ordinary",1719,,2019,"S20",,,"香港工會聯合會","建制",,"區議員","2019-10-08","nominated",0,0,false
5133,"梁靜珊","","ordinary",1479,,2019,"S20",,,"街坊工友服務處","民主",,"社工","2019-10-09","nominated",0,0,false
5134,"譚惠珍","","ordinary",33,,2019,"S21",,,"經民聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5135,"譚家浚","","ordinary",2715,,2019,"S21",,,"公民黨","民主",,"議員助理","2019-10-08","nominated",0,0,false
5136,"麥美娟","","ordinary",109,,2019,"S22",,,"香港工會聯合會","建制",,"議員","2019-10-04","nominated",0,0,false
5137,"冼豪輝","","ordinary",2716,,2019,"S22",,,"公民黨","民主",,"立法會議員助理","2019-10-08","nominated",0,0,false
5138,"王必敏","","ordinary",2717,,2019,"S23",,,"青衣島民、民主動力","民主",,"廣告","2019-10-08","nominated",0,0,false
5139,"張慧晶","","ordinary",411,,2019,"S24",,," ","其他",,"區議員","2019-10-09","nominated",0,0,false
5140,"李志強","","ordinary",871,,2019,"S25",,," ","建制",,"區議員","2019-10-04","nominated",0,0,false
5141,"王振霖","","ordinary",2818,,2019,"S26",,," ","民主",,"機艙服務員","2019-10-09","nominated",0,0,false
5142,"徐曉杰","","ordinary",1041,,2019,"S26",,,"實政圓桌","建制",,"區議員","2019-10-09","nominated",0,0,false
5143,"梁嘉銘","","ordinary",592,,2019,"S27",,,"民建聯","建制",,"社區工作者","2019-10-04","nominated",0,0,false
5144,"趙寶琴","","ordinary",2718,,2019,"S27",,,"民主動力、民主陣線","民主",,"註册護士","2019-10-08","nominated",0,0,false
5145,"潘志成","","ordinary",237,,2019,"S28",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5146,"盧婉婷","","ordinary",1560,,2019,"S29",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5147,"嚴浩源","","ordinary",2719,,2019,"S29",,,"熱血公民","民主",,"議員助理","2019-10-08","nominated",0,0,false
5148,"劉子傑","","ordinary",1885,,2019,"S30",,,"民主黨","民主",,"議員助理、認可調解員","2019-10-05","nominated",0,0,false
5149,"王佩珊","","ordinary",2720,,2019,"S30",,," ","其他",,"社區主任","2019-10-08","nominated",0,0,false
5150,"羅競成","","ordinary",822,,2019,"S31",,,"民建聯","建制",,"全職區議員","2019-10-04","nominated",0,0,false
5151,"唐亦駿","","ordinary",2721,,2019,"S31",,," ","其他",,"社區主任","2019-10-08","nominated",0,0,false
5152,"馮小燕","","ordinary",2722,,2019,"T01",,," ","民主",,"社區工作者","2019-10-05","nominated",0,0,false
5153,"余漢坤","","ordinary",1935,,2019,"T01",,," ","建制",,"公司行政人員","2019-10-09","nominated",0,0,false
5154,"王俊傑","","ordinary",2723,,2019,"T02",,,"工聯會、民建聯","建制",,"社區服務","2019-10-04","nominated",0,0,false
5155,"郭平","","ordinary",773,,2019,"T02",,,"獨立","民主",,"全職區議員","2019-10-08","nominated",0,0,false
5156,"劉展鵬","","ordinary",1553,,2019,"T03",,,"工聯會","建制",,"勞工及社區服務","2019-10-04","nominated",0,0,false
5157,"方龍飛","","ordinary",2724,,2019,"T03",,,"獨立候選人","民主",,"運輸","2019-10-08","nominated",0,0,false
5158,"周浩鼎","","ordinary",1561,,2019,"T04",,,"民建聯","建制",,"議員","2019-10-04","nominated",0,0,false
5159,"李嘉豪","","ordinary",2725,,2019,"T05",,,"公民黨","民主",,"議員助理","2019-10-08","nominated",0,0,false
5160,"葉培基","","ordinary",2726,,2019,"T06",,,"民建聯","建制",,"議員助理","2019-10-04","nominated",0,0,false
5161,"潘俊恩","","ordinary",2819,,2019,"T06",,,"實政圓桌","建制",,"社區幹事","2019-10-09","nominated",0,0,false
5162,"徐生雄","","ordinary",654,,2019,"T06",,,"民主黨","民主",,"保險代理人","2019-10-09","nominated",0,0,false
5163,"徐逸朗","","ordinary",2727,,2019,"T08",,," ","民主",,"社區組織者、設計師","2019-10-05","nominated",0,0,false
5164,"劉舜婷","","ordinary",2728,,2019,"T09",,,"民建聯","建制",,"社區助理","2019-10-04","nominated",0,0,false
5165,"崔靖青","","ordinary",2729,,2019,"T09",,," ","民主",,"社區工作者","2019-10-05","nominated",0,0,false
5166,"郭慧文","","ordinary",2457,,2019,"T10",,,"民建聯","建制",,"項目經理","2019-10-04","nominated",0,0,false
5167,"梁國豪","","ordinary",1828,,2019,"T10",,," ","民主",,"籃球裁判","2019-10-05","nominated",0,0,false
