id,cacode,data_year,election_year,name_en,name_zh,constituency_id,voters,new_voters
1122,L13,2017,2015,Hanford,恆褔,1846,"{""M"":  {""18-20"":  146,  ""21-25"":  284,  ""26-30"":  308,  ""31-35"":  282,  ""36-40"":  392,  ""41-45"":  509,  ""46-50"":  447,  ""51-55"":  636,  ""56-60"":  564,  ""61-65"":  458,  ""66-70"":  317,  ""71+"":  361},  ""F"":  {""18-20"":  153,  ""21-25"":  298,  ""26-30"":  283,  ""31-35"":  323,  ""36-40"":  444,  ""41-45"":  526,  ""46-50"":  475,  ""51-55"":  592,  ""56-60"":  566,  ""61-65"":  425,  ""66-70"":  248,  ""71+"":  291}}","{""M"":  {""18-20"":  46,  ""21-25"":  4,  ""26-30"":  9,  ""31-35"":  5,  ""36-40"":  9,  ""41-45"":  7,  ""46-50"":  7,  ""51-55"":  6,  ""56-60"":  6,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  1},  ""F"":  {""18-20"":  50,  ""21-25"":  7,  ""26-30"":  10,  ""31-35"":  7,  ""36-40"":  5,  ""41-45"":  8,  ""46-50"":  6,  ""51-55"":  7,  ""56-60"":  4,  ""61-65"":  0,  ""66-70"":  0,  ""71+"":  2}}"
1123,L14,2017,2015,Fu  Sun,富新,1847,"{""M"":  {""18-20"":  192,  ""21-25"":  474,  ""26-30"":  329,  ""31-35"":  390,  ""36-40"":  575,  ""41-45"":  532,  ""46-50"":  521,  ""51-55"":  703,  ""56-60"":  646,  ""61-65"":  507,  ""66-70"":  421,  ""71+"":  465},  ""F"":  {""18-20"":  180,  ""21-25"":  376,  ""26-30"":  284,  ""31-35"":  381,  ""36-40"":  540,  ""41-45"":  610,  ""46-50"":  607,  ""51-55"":  711,  ""56-60"":  619,  ""61-65"":  599,  ""66-70"":  392,  ""71+"":  402}}","{""M"":  {""18-20"":  58,  ""21-25"":  2,  ""26-30"":  4,  ""31-35"":  7,  ""36-40"":  6,  ""41-45"":  6,  ""46-50"":  2,  ""51-55"":  3,  ""56-60"":  0,  ""61-65"":  4,  ""66-70"":  0,  ""71+"":  1},  ""F"":  {""18-20"":  72,  ""21-25"":  8,  ""26-30"":  4,  ""31-35"":  8,  ""36-40"":  12,  ""41-45"":  7,  ""46-50"":  0,  ""51-55"":  1,  ""56-60"":  1,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  0}}"
1124,L15,2017,2015,Yuet  Wu,悅湖,1848,"{""M"":  {""18-20"":  137,  ""21-25"":  372,  ""26-30"":  248,  ""31-35"":  281,  ""36-40"":  421,  ""41-45"":  324,  ""46-50"":  385,  ""51-55"":  578,  ""56-60"":  462,  ""61-65"":  423,  ""66-70"":  326,  ""71+"":  322},  ""F"":  {""18-20"":  134,  ""21-25"":  335,  ""26-30"":  226,  ""31-35"":  257,  ""36-40"":  446,  ""41-45"":  326,  ""46-50"":  473,  ""51-55"":  531,  ""56-60"":  511,  ""61-65"":  507,  ""66-70"":  298,  ""71+"":  290}}","{""M"":  {""18-20"":  37,  ""21-25"":  5,  ""26-30"":  3,  ""31-35"":  2,  ""36-40"":  6,  ""41-45"":  1,  ""46-50"":  2,  ""51-55"":  3,  ""56-60"":  2,  ""61-65"":  3,  ""66-70"":  0,  ""71+"":  0},  ""F"":  {""18-20"":  47,  ""21-25"":  5,  ""26-30"":  3,  ""31-35"":  9,  ""36-40"":  6,  ""41-45"":  5,  ""46-50"":  2,  ""51-55"":  2,  ""56-60"":  1,  ""61-65"":  3,  ""66-70"":  0,  ""71+"":  1}}"
1125,L16,2017,2015,Siu  Hei,兆禧,1849,"{""M"":  {""18-20"":  104,  ""21-25"":  283,  ""26-30"":  320,  ""31-35"":  289,  ""36-40"":  294,  ""41-45"":  188,  ""46-50"":  210,  ""51-55"":  379,  ""56-60"":  519,  ""61-65"":  439,  ""66-70"":  281,  ""71+"":  258},  ""F"":  {""18-20"":  85,  ""21-25"":  210,  ""26-30"":  302,  ""31-35"":  319,  ""36-40"":  253,  ""41-45"":  221,  ""46-50"":  253,  ""51-55"":  474,  ""56-60"":  620,  ""61-65"":  380,  ""66-70"":  195,  ""71+"":  280}}","{""M"":  {""18-20"":  27,  ""21-25"":  7,  ""26-30"":  5,  ""31-35"":  9,  ""36-40"":  2,  ""41-45"":  4,  ""46-50"":  3,  ""51-55"":  2,  ""56-60"":  1,  ""61-65"":  0,  ""66-70"":  3,  ""71+"":  0},  ""F"":  {""18-20"":  30,  ""21-25"":  3,  ""26-30"":  4,  ""31-35"":  6,  ""36-40"":  6,  ""41-45"":  6,  ""46-50"":  2,  ""51-55"":  1,  ""56-60"":  2,  ""61-65"":  0,  ""66-70"":  1,  ""71+"":  0}}"
1126,L17,2017,2015,Wu  King,湖景,1850,"{""M"":  {""18-20"":  138,  ""21-25"":  324,  ""26-30"":  306,  ""31-35"":  301,  ""36-40"":  396,  ""41-45"":  273,  ""46-50"":  231,  ""51-55"":  260,  ""56-60"":  360,  ""61-65"":  424,  ""66-70"":  422,  ""71+"":  507},  ""F"":  {""18-20"":  144,  ""21-25"":  356,  ""26-30"":  252,  ""31-35"":  258,  ""36-40"":  343,  ""41-45"":  231,  ""46-50"":  274,  ""51-55"":  379,  ""56-60"":  505,  ""61-65"":  577,  ""66-70"":  386,  ""71+"":  417}}","{""M"":  {""18-20"":  44,  ""21-25"":  5,  ""26-30"":  3,  ""31-35"":  10,  ""36-40"":  5,  ""41-45"":  2,  ""46-50"":  4,  ""51-55"":  3,  ""56-60"":  4,  ""61-65"":  3,  ""66-70"":  1,  ""71+"":  1},  ""F"":  {""18-20"":  56,  ""21-25"":  6,  ""26-30"":  10,  ""31-35"":  6,  ""36-40"":  11,  ""41-45"":  5,  ""46-50"":  6,  ""51-55"":  1,  ""56-60"":  3,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  1}}"
1127,L18,2017,2015,Butterfly,蝴蝶,1851,"{""M"":  {""18-20"":  112,  ""21-25"":  296,  ""26-30"":  325,  ""31-35"":  400,  ""36-40"":  348,  ""41-45"":  221,  ""46-50"":  219,  ""51-55"":  340,  ""56-60"":  547,  ""61-65"":  664,  ""66-70"":  558,  ""71+"":  704},  ""F"":  {""18-20"":  91,  ""21-25"":  241,  ""26-30"":  281,  ""31-35"":  367,  ""36-40"":  296,  ""41-45"":  253,  ""46-50"":  306,  ""51-55"":  487,  ""56-60"":  841,  ""61-65"":  728,  ""66-70"":  483,  ""71+"":  701}}","{""M"":  {""18-20"":  30,  ""21-25"":  7,  ""26-30"":  5,  ""31-35"":  6,  ""36-40"":  4,  ""41-45"":  3,  ""46-50"":  3,  ""51-55"":  2,  ""56-60"":  4,  ""61-65"":  4,  ""66-70"":  3,  ""71+"":  0},  ""F"":  {""18-20"":  25,  ""21-25"":  9,  ""26-30"":  8,  ""31-35"":  10,  ""36-40"":  5,  ""41-45"":  15,  ""46-50"":  3,  ""51-55"":  7,  ""56-60"":  3,  ""61-65"":  1,  ""66-70"":  1,  ""71+"":  1}}"
1128,L19,2017,2015,Lok  Tsui,樂翠,1852,"{""M"":  {""18-20"":  107,  ""21-25"":  303,  ""26-30"":  285,  ""31-35"":  299,  ""36-40"":  371,  ""41-45"":  333,  ""46-50"":  293,  ""51-55"":  418,  ""56-60"":  529,  ""61-65"":  394,  ""66-70"":  278,  ""71+"":  367},  ""F"":  {""18-20"":  116,  ""21-25"":  273,  ""26-30"":  265,  ""31-35"":  302,  ""36-40"":  371,  ""41-45"":  363,  ""46-50"":  348,  ""51-55"":  477,  ""56-60"":  488,  ""61-65"":  393,  ""66-70"":  244,  ""71+"":  350}}","{""M"":  {""18-20"":  39,  ""21-25"":  6,  ""26-30"":  2,  ""31-35"":  7,  ""36-40"":  3,  ""41-45"":  4,  ""46-50"":  4,  ""51-55"":  2,  ""56-60"":  4,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  0},  ""F"":  {""18-20"":  35,  ""21-25"":  7,  ""26-30"":  5,  ""31-35"":  7,  ""36-40"":  8,  ""41-45"":  8,  ""46-50"":  4,  ""51-55"":  3,  ""56-60"":  1,  ""61-65"":  0,  ""66-70"":  1,  ""71+"":  1}}"
1129,L20,2017,2015,Lung  Mun,龍門,1853,"{""M"":  {""18-20"":  168,  ""21-25"":  396,  ""26-30"":  272,  ""31-35"":  319,  ""36-40"":  420,  ""41-45"":  410,  ""46-50"":  488,  ""51-55"":  534,  ""56-60"":  542,  ""61-65"":  422,  ""66-70"":  359,  ""71+"":  432},  ""F"":  {""18-20"":  142,  ""21-25"":  355,  ""26-30"":  253,  ""31-35"":  292,  ""36-40"":  382,  ""41-45"":  528,  ""46-50"":  537,  ""51-55"":  547,  ""56-60"":  506,  ""61-65"":  442,  ""66-70"":  359,  ""71+"":  395}}","{""M"":  {""18-20"":  52,  ""21-25"":  6,  ""26-30"":  10,  ""31-35"":  9,  ""36-40"":  3,  ""41-45"":  3,  ""46-50"":  2,  ""51-55"":  1,  ""56-60"":  1,  ""61-65"":  3,  ""66-70"":  0,  ""71+"":  0},  ""F"":  {""18-20"":  47,  ""21-25"":  13,  ""26-30"":  2,  ""31-35"":  3,  ""36-40"":  9,  ""41-45"":  6,  ""46-50"":  3,  ""51-55"":  1,  ""56-60"":  1,  ""61-65"":  3,  ""66-70"":  3,  ""71+"":  2}}"
1130,L21,2017,2015,San  King,新景,1854,"{""M"":  {""18-20"":  101,  ""21-25"":  353,  ""26-30"":  488,  ""31-35"":  535,  ""36-40"":  328,  ""41-45"":  207,  ""46-50"":  178,  ""51-55"":  402,  ""56-60"":  699,  ""61-65"":  575,  ""66-70"":  391,  ""71+"":  419},  ""F"":  {""18-20"":  99,  ""21-25"":  297,  ""26-30"":  472,  ""31-35"":  425,  ""36-40"":  283,  ""41-45"":  189,  ""46-50"":  285,  ""51-55"":  675,  ""56-60"":  793,  ""61-65"":  572,  ""66-70"":  286,  ""71+"":  401}}","{""M"":  {""18-20"":  36,  ""21-25"":  10,  ""26-30"":  7,  ""31-35"":  9,  ""36-40"":  3,  ""41-45"":  2,  ""46-50"":  0,  ""51-55"":  2,  ""56-60"":  1,  ""61-65"":  2,  ""66-70"":  0,  ""71+"":  2},  ""F"":  {""18-20"":  32,  ""21-25"":  8,  ""26-30"":  6,  ""31-35"":  5,  ""36-40"":  8,  ""41-45"":  6,  ""46-50"":  4,  ""51-55"":  4,  ""56-60"":  5,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  0}}"
1131,L22,2017,2015,Leung  King,良景,1855,"{""M"":  {""18-20"":  111,  ""21-25"":  355,  ""26-30"":  683,  ""31-35"":  514,  ""36-40"":  332,  ""41-45"":  177,  ""46-50"":  157,  ""51-55"":  372,  ""56-60"":  688,  ""61-65"":  669,  ""66-70"":  415,  ""71+"":  416},  ""F"":  {""18-20"":  73,  ""21-25"":  334,  ""26-30"":  620,  ""31-35"":  444,  ""36-40"":  279,  ""41-45"":  181,  ""46-50"":  256,  ""51-55"":  658,  ""56-60"":  942,  ""61-65"":  643,  ""66-70"":  281,  ""71+"":  336}}","{""M"":  {""18-20"":  31,  ""21-25"":  8,  ""26-30"":  10,  ""31-35"":  4,  ""36-40"":  4,  ""41-45"":  2,  ""46-50"":  0,  ""51-55"":  2,  ""56-60"":  2,  ""61-65"":  1,  ""66-70"":  2,  ""71+"":  3},  ""F"":  {""18-20"":  17,  ""21-25"":  5,  ""26-30"":  6,  ""31-35"":  8,  ""36-40"":  4,  ""41-45"":  3,  ""46-50"":  2,  ""51-55"":  4,  ""56-60"":  2,  ""61-65"":  4,  ""66-70"":  3,  ""71+"":  2}}"
1132,L23,2017,2015,Tin  King,田景,1856,"{""M"":  {""18-20"":  90,  ""21-25"":  417,  ""26-30"":  676,  ""31-35"":  477,  ""36-40"":  401,  ""41-45"":  256,  ""46-50"":  163,  ""51-55"":  487,  ""56-60"":  796,  ""61-65"":  682,  ""66-70"":  483,  ""71+"":  427},  ""F"":  {""18-20"":  99,  ""21-25"":  348,  ""26-30"":  639,  ""31-35"":  436,  ""36-40"":  364,  ""41-45"":  244,  ""46-50"":  301,  ""51-55"":  829,  ""56-60"":  980,  ""61-65"":  713,  ""66-70"":  348,  ""71+"":  318}}","{""M"":  {""18-20"":  28,  ""21-25"":  10,  ""26-30"":  11,  ""31-35"":  9,  ""36-40"":  3,  ""41-45"":  1,  ""46-50"":  2,  ""51-55"":  2,  ""56-60"":  4,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  0},  ""F"":  {""18-20"":  29,  ""21-25"":  2,  ""26-30"":  7,  ""31-35"":  11,  ""36-40"":  3,  ""41-45"":  4,  ""46-50"":  2,  ""51-55"":  4,  ""56-60"":  1,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  0}}"
1133,L24,2017,2015,Po  Tin,寶田,1857,"{""M"":  {""18-20"":  95,  ""21-25"":  195,  ""26-30"":  205,  ""31-35"":  277,  ""36-40"":  338,  ""41-45"":  371,  ""46-50"":  474,  ""51-55"":  612,  ""56-60"":  651,  ""61-65"":  521,  ""66-70"":  484,  ""71+"":  578},  ""F"":  {""18-20"":  76,  ""21-25"":  186,  ""26-30"":  199,  ""31-35"":  204,  ""36-40"":  287,  ""41-45"":  376,  ""46-50"":  386,  ""51-55"":  439,  ""56-60"":  374,  ""61-65"":  333,  ""66-70"":  259,  ""71+"":  387}}","{""M"":  {""18-20"":  31,  ""21-25"":  6,  ""26-30"":  2,  ""31-35"":  5,  ""36-40"":  6,  ""41-45"":  4,  ""46-50"":  6,  ""51-55"":  6,  ""56-60"":  11,  ""61-65"":  4,  ""66-70"":  6,  ""71+"":  3},  ""F"":  {""18-20"":  26,  ""21-25"":  9,  ""26-30"":  12,  ""31-35"":  9,  ""36-40"":  14,  ""41-45"":  17,  ""46-50"":  16,  ""51-55"":  16,  ""56-60"":  1,  ""61-65"":  4,  ""66-70"":  0,  ""71+"":  0}}"
1134,L25,2017,2015,Kin  Sang,建生,1858,"{""M"":  {""18-20"":  127,  ""21-25"":  326,  ""26-30"":  585,  ""31-35"":  444,  ""36-40"":  402,  ""41-45"":  293,  ""46-50"":  234,  ""51-55"":  509,  ""56-60"":  704,  ""61-65"":  591,  ""66-70"":  349,  ""71+"":  394},  ""F"":  {""18-20"":  98,  ""21-25"":  297,  ""26-30"":  619,  ""31-35"":  450,  ""36-40"":  332,  ""41-45"":  260,  ""46-50"":  372,  ""51-55"":  763,  ""56-60"":  820,  ""61-65"":  516,  ""66-70"":  315,  ""71+"":  335}}","{""M"":  {""18-20"":  45,  ""21-25"":  4,  ""26-30"":  8,  ""31-35"":  8,  ""36-40"":  9,  ""41-45"":  6,  ""46-50"":  2,  ""51-55"":  5,  ""56-60"":  2,  ""61-65"":  4,  ""66-70"":  4,  ""71+"":  0},  ""F"":  {""18-20"":  32,  ""21-25"":  8,  ""26-30"":  10,  ""31-35"":  15,  ""36-40"":  4,  ""41-45"":  4,  ""46-50"":  4,  ""51-55"":  4,  ""56-60"":  2,  ""61-65"":  1,  ""66-70"":  1,  ""71+"":  0}}"
1135,L26,2017,2015,Siu  Hong,兆康,1859,"{""M"":  {""18-20"":  73,  ""21-25"":  203,  ""26-30"":  345,  ""31-35"":  506,  ""36-40"":  403,  ""41-45"":  213,  ""46-50"":  180,  ""51-55"":  273,  ""56-60"":  485,  ""61-65"":  649,  ""66-70"":  453,  ""71+"":  391},  ""F"":  {""18-20"":  60,  ""21-25"":  179,  ""26-30"":  288,  ""31-35"":  494,  ""36-40"":  360,  ""41-45"":  233,  ""46-50"":  212,  ""51-55"":  383,  ""56-60"":  786,  ""61-65"":  592,  ""66-70"":  376,  ""71+"":  437}}","{""M"":  {""18-20"":  25,  ""21-25"":  4,  ""26-30"":  5,  ""31-35"":  6,  ""36-40"":  3,  ""41-45"":  1,  ""46-50"":  5,  ""51-55"":  2,  ""56-60"":  2,  ""61-65"":  1,  ""66-70"":  3,  ""71+"":  1},  ""F"":  {""18-20"":  21,  ""21-25"":  6,  ""26-30"":  5,  ""31-35"":  9,  ""36-40"":  5,  ""41-45"":  5,  ""46-50"":  3,  ""51-55"":  1,  ""56-60"":  4,  ""61-65"":  0,  ""66-70"":  0,  ""71+"":  1}}"
1136,L27,2017,2015,Prime  View,景峰,1860,"{""M"":  {""18-20"":  117,  ""21-25"":  334,  ""26-30"":  396,  ""31-35"":  598,  ""36-40"":  580,  ""41-45"":  479,  ""46-50"":  363,  ""51-55"":  495,  ""56-60"":  641,  ""61-65"":  484,  ""66-70"":  304,  ""71+"":  282},  ""F"":  {""18-20"":  108,  ""21-25"":  301,  ""26-30"":  420,  ""31-35"":  567,  ""36-40"":  572,  ""41-45"":  466,  ""46-50"":  389,  ""51-55"":  569,  ""56-60"":  655,  ""61-65"":  430,  ""66-70"":  234,  ""71+"":  277}}","{""M"":  {""18-20"":  33,  ""21-25"":  4,  ""26-30"":  8,  ""31-35"":  11,  ""36-40"":  11,  ""41-45"":  5,  ""46-50"":  4,  ""51-55"":  2,  ""56-60"":  5,  ""61-65"":  1,  ""66-70"":  1,  ""71+"":  1},  ""F"":  {""18-20"":  29,  ""21-25"":  6,  ""26-30"":  5,  ""31-35"":  10,  ""36-40"":  10,  ""41-45"":  15,  ""46-50"":  12,  ""51-55"":  4,  ""56-60"":  2,  ""61-65"":  1,  ""66-70"":  2,  ""71+"":  1}}"
1137,L28,2017,2015,Fu  Tai,富泰,1861,"{""M"":  {""18-20"":  279,  ""21-25"":  807,  ""26-30"":  798,  ""31-35"":  467,  ""36-40"":  354,  ""41-45"":  310,  ""46-50"":  331,  ""51-55"":  523,  ""56-60"":  837,  ""61-65"":  638,  ""66-70"":  397,  ""71+"":  549},  ""F"":  {""18-20"":  245,  ""21-25"":  777,  ""26-30"":  786,  ""31-35"":  455,  ""36-40"":  326,  ""41-45"":  356,  ""46-50"":  588,  ""51-55"":  862,  ""56-60"":  775,  ""61-65"":  592,  ""66-70"":  284,  ""71+"":  367}}","{""M"":  {""18-20"":  86,  ""21-25"":  19,  ""26-30"":  9,  ""31-35"":  5,  ""36-40"":  5,  ""41-45"":  2,  ""46-50"":  5,  ""51-55"":  2,  ""56-60"":  2,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  3},  ""F"":  {""18-20"":  74,  ""21-25"":  21,  ""26-30"":  8,  ""31-35"":  8,  ""36-40"":  11,  ""41-45"":  4,  ""46-50"":  5,  ""51-55"":  6,  ""56-60"":  5,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  0}}"
1138,L29,2017,2015,Tuen  Mun  Rural,屯門鄉郊,1862,"{""M"":  {""18-20"":  120,  ""21-25"":  305,  ""26-30"":  339,  ""31-35"":  406,  ""36-40"":  398,  ""41-45"":  357,  ""46-50"":  338,  ""51-55"":  455,  ""56-60"":  467,  ""61-65"":  340,  ""66-70"":  275,  ""71+"":  334},  ""F"":  {""18-20"":  135,  ""21-25"":  256,  ""26-30"":  306,  ""31-35"":  363,  ""36-40"":  378,  ""41-45"":  344,  ""46-50"":  337,  ""51-55"":  457,  ""56-60"":  492,  ""61-65"":  348,  ""66-70"":  204,  ""71+"":  299}}","{""M"":  {""18-20"":  37,  ""21-25"":  6,  ""26-30"":  12,  ""31-35"":  12,  ""36-40"":  9,  ""41-45"":  10,  ""46-50"":  7,  ""51-55"":  6,  ""56-60"":  5,  ""61-65"":  8,  ""66-70"":  1,  ""71+"":  1},  ""F"":  {""18-20"":  46,  ""21-25"":  9,  ""26-30"":  10,  ""31-35"":  16,  ""36-40"":  8,  ""41-45"":  14,  ""46-50"":  11,  ""51-55"":  8,  ""56-60"":  9,  ""61-65"":  2,  ""66-70"":  0,  ""71+"":  0}}"
1139,M01,2017,2015,Fung  Nin,豐年,1863,"{""M"":  {""18-20"":  147,  ""21-25"":  346,  ""26-30"":  386,  ""31-35"":  374,  ""36-40"":  341,  ""41-45"":  291,  ""46-50"":  348,  ""51-55"":  459,  ""56-60"":  565,  ""61-65"":  395,  ""66-70"":  299,  ""71+"":  511},  ""F"":  {""18-20"":  134,  ""21-25"":  342,  ""26-30"":  374,  ""31-35"":  358,  ""36-40"":  343,  ""41-45"":  348,  ""46-50"":  413,  ""51-55"":  551,  ""56-60"":  507,  ""61-65"":  408,  ""66-70"":  271,  ""71+"":  494}}","{""M"":  {""18-20"":  59,  ""21-25"":  15,  ""26-30"":  13,  ""31-35"":  9,  ""36-40"":  8,  ""41-45"":  6,  ""46-50"":  8,  ""51-55"":  5,  ""56-60"":  12,  ""61-65"":  5,  ""66-70"":  0,  ""71+"":  1},  ""F"":  {""18-20"":  45,  ""21-25"":  7,  ""26-30"":  11,  ""31-35"":  15,  ""36-40"":  17,  ""41-45"":  16,  ""46-50"":  13,  ""51-55"":  12,  ""56-60"":  3,  ""61-65"":  2,  ""66-70"":  0,  ""71+"":  3}}"
1140,M02,2017,2015,Shui  Pin,水邊,1864,"{""M"":  {""18-20"":  150,  ""21-25"":  305,  ""26-30"":  324,  ""31-35"":  351,  ""36-40"":  382,  ""41-45"":  402,  ""46-50"":  390,  ""51-55"":  457,  ""56-60"":  465,  ""61-65"":  396,  ""66-70"":  324,  ""71+"":  581},  ""F"":  {""18-20"":  136,  ""21-25"":  316,  ""26-30"":  303,  ""31-35"":  345,  ""36-40"":  402,  ""41-45"":  476,  ""46-50"":  452,  ""51-55"":  510,  ""56-60"":  517,  ""61-65"":  429,  ""66-70"":  337,  ""71+"":  651}}","{""M"":  {""18-20"":  63,  ""21-25"":  14,  ""26-30"":  11,  ""31-35"":  12,  ""36-40"":  10,  ""41-45"":  7,  ""46-50"":  5,  ""51-55"":  5,  ""56-60"":  6,  ""61-65"":  4,  ""66-70"":  0,  ""71+"":  2},  ""F"":  {""18-20"":  54,  ""21-25"":  8,  ""26-30"":  10,  ""31-35"":  11,  ""36-40"":  7,  ""41-45"":  10,  ""46-50"":  12,  ""51-55"":  5,  ""56-60"":  6,  ""61-65"":  0,  ""66-70"":  3,  ""71+"":  0}}"
1141,M03,2017,2015,Nam  Ping,南屏,1865,"{""M"":  {""18-20"":  121,  ""21-25"":  430,  ""26-30"":  637,  ""31-35"":  545,  ""36-40"":  300,  ""41-45"":  239,  ""46-50"":  208,  ""51-55"":  456,  ""56-60"":  699,  ""61-65"":  556,  ""66-70"":  342,  ""71+"":  447},  ""F"":  {""18-20"":  125,  ""21-25"":  371,  ""26-30"":  543,  ""31-35"":  541,  ""36-40"":  288,  ""41-45"":  255,  ""46-50"":  352,  ""51-55"":  673,  ""56-60"":  913,  ""61-65"":  540,  ""66-70"":  311,  ""71+"":  423}}","{""M"":  {""18-20"":  39,  ""21-25"":  6,  ""26-30"":  9,  ""31-35"":  6,  ""36-40"":  4,  ""41-45"":  5,  ""46-50"":  4,  ""51-55"":  7,  ""56-60"":  6,  ""61-65"":  5,  ""66-70"":  2,  ""71+"":  1},  ""F"":  {""18-20"":  34,  ""21-25"":  3,  ""26-30"":  9,  ""31-35"":  10,  ""36-40"":  3,  ""41-45"":  3,  ""46-50"":  9,  ""51-55"":  4,  ""56-60"":  4,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  1}}"
1142,M04,2017,2015,Pek  Long,北朗,1866,"{""M"":  {""18-20"":  129,  ""21-25"":  363,  ""26-30"":  422,  ""31-35"":  611,  ""36-40"":  467,  ""41-45"":  416,  ""46-50"":  284,  ""51-55"":  402,  ""56-60"":  583,  ""61-65"":  526,  ""66-70"":  340,  ""71+"":  448},  ""F"":  {""18-20"":  128,  ""21-25"":  328,  ""26-30"":  388,  ""31-35"":  538,  ""36-40"":  454,  ""41-45"":  444,  ""46-50"":  376,  ""51-55"":  558,  ""56-60"":  801,  ""61-65"":  560,  ""66-70"":  321,  ""71+"":  422}}","{""M"":  {""18-20"":  49,  ""21-25"":  7,  ""26-30"":  6,  ""31-35"":  9,  ""36-40"":  7,  ""41-45"":  1,  ""46-50"":  1,  ""51-55"":  3,  ""56-60"":  1,  ""61-65"":  2,  ""66-70"":  0,  ""71+"":  1},  ""F"":  {""18-20"":  39,  ""21-25"":  5,  ""26-30"":  3,  ""31-35"":  9,  ""36-40"":  11,  ""41-45"":  9,  ""46-50"":  3,  ""51-55"":  4,  ""56-60"":  1,  ""61-65"":  1,  ""66-70"":  0,  ""71+"":  2}}"
1143,M05,2017,2015,Yuen  Long  Centre,元朗中心,1867,"{""M"":  {""18-20"":  119,  ""21-25"":  293,  ""26-30"":  304,  ""31-35"":  294,  ""36-40"":  317,  ""41-45"":  341,  ""46-50"":  318,  ""51-55"":  376,  ""56-60"":  420,  ""61-65"":  299,  ""66-70"":  248,  ""71+"":  491},  ""F"":  {""18-20"":  105,  ""21-25"":  275,  ""26-30"":  318,  ""31-35"":  293,  ""36-40"":  288,  ""41-45"":  314,  ""46-50"":  292,  ""51-55"":  428,  ""56-60"":  392,  ""61-65"":  341,  ""66-70"":  234,  ""71+"":  469}}","{""M"":  {""18-20"":  36,  ""21-25"":  12,  ""26-30"":  12,  ""31-35"":  6,  ""36-40"":  12,  ""41-45"":  16,  ""46-50"":  8,  ""51-55"":  8,  ""56-60"":  13,  ""61-65"":  6,  ""66-70"":  5,  ""71+"":  4},  ""F"":  {""18-20"":  39,  ""21-25"":  6,  ""26-30"":  17,  ""31-35"":  8,  ""36-40"":  15,  ""41-45"":  11,  ""46-50"":  9,  ""51-55"":  9,  ""56-60"":  7,  ""61-65"":  1,  ""66-70"":  2,  ""71+"":  7}}"
1144,M06,2017,2015,Yuen  Lung,元龍,1868,"{""M"":  {""18-20"":  73,  ""21-25"":  197,  ""26-30"":  215,  ""31-35"":  322,  ""36-40"":  402,  ""41-45"":  425,  ""46-50"":  276,  ""51-55"":  346,  ""56-60"":  305,  ""61-65"":  230,  ""66-70"":  174,  ""71+"":  182},  ""F"":  {""18-20"":  62,  ""21-25"":  181,  ""26-30"":  241,  ""31-35"":  355,  ""36-40"":  477,  ""41-45"":  389,  ""46-50"":  331,  ""51-55"":  367,  ""56-60"":  340,  ""61-65"":  226,  ""66-70"":  166,  ""71+"":  176}}","{""M"":  {""18-20"":  23,  ""21-25"":  6,  ""26-30"":  6,  ""31-35"":  3,  ""36-40"":  8,  ""41-45"":  5,  ""46-50"":  4,  ""51-55"":  0,  ""56-60"":  0,  ""61-65"":  0,  ""66-70"":  2,  ""71+"":  0},  ""F"":  {""18-20"":  19,  ""21-25"":  4,  ""26-30"":  4,  ""31-35"":  9,  ""36-40"":  8,  ""41-45"":  6,  ""46-50"":  5,  ""51-55"":  4,  ""56-60"":  1,  ""61-65"":  3,  ""66-70"":  1,  ""71+"":  0}}"
1145,M07,2017,2015,Fung  Cheung,鳳翔,1869,"{""M"":  {""18-20"":  114,  ""21-25"":  275,  ""26-30"":  282,  ""31-35"":  302,  ""36-40"":  307,  ""41-45"":  307,  ""46-50"":  334,  ""51-55"":  461,  ""56-60"":  446,  ""61-65"":  287,  ""66-70"":  208,  ""71+"":  322},  ""F"":  {""18-20"":  125,  ""21-25"":  290,  ""26-30"":  295,  ""31-35"":  351,  ""36-40"":  307,  ""41-45"":  364,  ""46-50"":  418,  ""51-55"":  501,  ""56-60"":  425,  ""61-65"":  289,  ""66-70"":  191,  ""71+"":  378}}","{""M"":  {""18-20"":  47,  ""21-25"":  5,  ""26-30"":  10,  ""31-35"":  13,  ""36-40"":  8,  ""41-45"":  6,  ""46-50"":  11,  ""51-55"":  9,  ""56-60"":  6,  ""61-65"":  5,  ""66-70"":  1,  ""71+"":  4},  ""F"":  {""18-20"":  40,  ""21-25"":  6,  ""26-30"":  6,  ""31-35"":  9,  ""36-40"":  15,  ""41-45"":  10,  ""46-50"":  7,  ""51-55"":  4,  ""56-60"":  7,  ""61-65"":  4,  ""66-70"":  2,  ""71+"":  3}}"
